FILE_ID,IS_FAMILY_MEMBER
7cb3ea3303907a34ddf7418e761cc716,NO
60951eeca982c1e3848ec18493f5b9bd,YES
e86a4e345bf902ae75ad9ba53fe7c6e2,NO
208c0e79f03277ff01bf70f7073f5a2b,NO
025135c2ac10c3ecc10c50e0ec33da40,YES
7bb60674e665ed99803bee9ef97ca977,YES
cf658ec6af68c67cbd1bb107107570f6,YES
63915c171c728a8015ec13b48d3d947a,NO
ce40cedf57127397c2b876d499fb9284,YES
76a8663042e15ad86601c9dab51683cd,YES
6fee6c99e9b611394a80b0902d0d0457,YES
e9e86774eddb44cf91d570b7237a37c4,YES
6965086d7406c4d285eb691b12380799,NO
30cd17ffebfceed67f50ba3ec9052a53,YES
94075d8f5d2c6bcee489cca50bd6f473,YES
45a93b8b275d08077a1974b997dc4353,YES
58329e7312fe12be878e200eef439962,YES
f14e6e93245eeab7d2705bf4b21b3733,NO
6b347acdfaaa2ebc7a6ccc4683945903,NO
903de684699377b990e04c02940fa96a,NO
3ba2d6f279f3114e838331be07243fa8,YES
0eb320d6df53b2c4d3c45d6412e99cda,YES
15d1a909b0a33fc8391496877559f36a,YES
ac31d4bc0fa755840217fb0dddc61eb2,YES
0e75b554bc5af6afd35a2fbf150dda8d,NO
3ca0e9649fe6ba8026d744362f0b9e98,NO
55f1923e65a03b736977a070d822046b,YES
8e049e4513e451924e96d5715c16304e,YES
023fa3142764af3c9bf6c9f58b6c4aa1,YES
80215a7406b0b4e923b980d84c7a201e,NO
4e309ac2ff7a2f44ae6bc54ef5071f58,YES
73da248e47b0671360a2da0d0acd1ef2,YES
8874c77cd5fd7bc4f1ac1f83f1cb85a9,YES
10339473d39b8856838c3344b9c5c95d,YES
538981d21fa18438f32c91b13d398422,YES
de3f016b17467afd61f6fdbdacb6f418,NO
1c485ae4229e2b1b0515dd838699ea90,YES
5e2787404811fce8d4e24964691f625a,NO
57db4d8f20518ed679d13bd421e77fe1,YES
33a754cf18dc9925f0977df25dac9f2e,NO
8cfc59b065293999bcb54436437f596e,NO
c8d5a154e3b6a7f3acffd9586e0e18a1,YES
5dcd22d459541881dc31a955f1706664,YES
c07ac3a0d37d32a2bf675dd0d057cc91,YES
1912d2d0ecba208d001f7d8ca91c9ab0,YES
44e16d19672cec269adb1fd543e4face,NO
1a61bf3e284263802aeec9993e58b7fd,YES
9c568a1924534afde96a2f28d8748b93,YES
5e3d866793e892625cae0391a486943a,NO
cc731795b6cccfd16d56ae8e4951929e,NO
4847da666164f199e655509d93d1d2ae,NO
85ab5d2f251f7c530e77b9fcbe6271c1,NO
5d2e492ad2ca981feefad4b83a239b5e,NO
6de9b0717e26f1b065f57d9e9e91d828,NO
e0cdbe510879fe58f0fb14eeeaa67d04,NO
b3fd3b14dd4fd5250b6c356041b47186,NO
55c51a5e5e070053d087cc4b4a34be4a,NO
0e9102b25470377ab4bdeb2a54fb78cb,YES
5a6f185b45bfd526c7e0010008221e66,NO
50ab336ed6a7d231c7c5ef6413ca714f,YES
72d985f5114665cd918a6ea1adf9e7d4,YES
5ef57215f6dff0ce6d0604f817b91b2b,YES
5fd7cf6520fd594120e24da9ee9574ba,YES
cf66740e2c71b5ff9324a7594e71eec4,YES
b1c0316cd776a5dd29fba797e1a4fff1,NO
f417170235c002d9bf294a7e81ff9b2b,NO
b166468f52a79712d37bdc53fc3c584f,YES
23a1ac40122381542cb4d0cdfd501714,YES
6c386858de54f20fc387914089264d4f,YES
017585b33f07707fa24c0c01c5493301,NO
32efee583009f22ca938bba36d414114,NO
c9b9519b4845cf6b49c206be70bc65a5,YES
fe53210b954fb9f6a0e084f91d1b1f4c,NO
b6128afe2b616713b082ba7a4e4b7729,YES
8d8b45e81f3fed3cf316a1840c534cf1,NO
bc61fcdf04ef130d07ae3e15ebc94135,NO
d7d6fe3085c51892ba34231ea8cb0d17,YES
458f8860a4b112e6ef8a22cd0ea0f5cc,YES
7b374b85c1dd84efbe182e7bade5a880,NO
18d9e7fb78bb1b940a6ce7bb3a5cad0c,NO
c9f6e6618dec8d5aa849c8ca7e68199e,NO
e62794eecc4c8d0d82a44b3a444b1eb6,YES
ab6be7790c5962f7a06dad4c6954a0ff,YES
7cf7a24db5cf8933ab618ba1adefbeea,NO
cc6e385910902335404b8f0cead41e5f,NO
07cadaeba6b74904d4f04b6d925f6cac,NO
fbbb6ced490ab9c207b292a7ded5ba13,NO
f79275b4ee2ba44ce8f7cb4432c49cd8,YES
79ec6a62b85b5c75ba8142664f8c1039,YES
a653b452f767a884da28ae78b03f6f7a,NO
e9a42265322898d4b7a6a6efd277fa6d,YES
6830cfe3998c337eb285c6d422efcb3a,YES
51fadcb139392529bfc3862b8b4522a0,NO
797107d3d4130a773165756d2f775f44,NO
cebca998bb4528cb606afe029ac989d1,YES
1134474d44416ef5ed6e3e70f975c93f,NO
225ba15f40ad0b7c9fe0a7eb589e07ac,YES
a6e9be3205487635e2c0151c5a444537,NO
2c37a08fcc515ca72d12291c78250f39,YES
37d439f11e7a673243827b3bffcc1986,YES
f35c60903a3fefd9d17851af328b0512,NO
14f19f9cb433c4d9a9185d9e5a9b8c3d,NO
dbc591219254814c116952cf8e705779,NO
a1fc04b0b34716753dff0a12f17df713,NO
e3bca9a3362538596ac38936f2404e20,YES
5c23972111bc5eada433e1156da02b06,YES
a010d85041104a87534c634c0f8a0de8,YES
85aa76650b3402ee6b8e9747e0e060fc,NO
42b7d9d15295ef86858e561791d66c25,NO
775f66a05ffdc83c58195ebb1ced74a0,NO
2d427cb800e2edcbb2c5a8403e1e3096,NO
0fd3e1ac79af76fee1c37040f3e30a80,NO
6d9e35e5fc796c7e28051c5ed096fcf5,NO
39bccee6d8494524af3e7fb1359e578e,NO
af0741c61f6234a1dcd1e45c656eb730,YES
efd8fe70df01a1dadd732261e9e9789d,NO
c37c794a01d0e377848d119d96332644,YES
729db32fceba97ae7343b8315f555a3c,YES
269ff8640ed68252eb018bfa9aeb0925,YES
290c691b66a1def86cc3f80816454fed,YES
21be5cefdd3f7dc8fa5acc15a960f721,NO
d579636eb589bae1b3c363c0b0826c60,YES
a5fcc8e55b7bac2097964358ce4f9df2,NO
82fb19677964c8150bb49f08a2fcc486,NO
ba475730c109f7768b9cfa346667b405,NO
8e68aac832625339e1a744ed5518f95a,NO
5a3767304c1f3643cbdfd88244c94a66,NO
baf23f11dbe577352f398b2d869ced83,NO
1969a45ceab506de60b499ac75b05dfa,NO
c5d04ee89630b938611dab5c09e8b79e,NO
21ddeaca2fe278a367559768292cf778,NO
000fbf02425f3c9cbbdfe3c95e2a668a,YES
5a08808c9c34a63e24bb8aa6b102fb58,YES
ee073d5c581456932d4ee084d0b7b951,NO
0d8aacc6f35052d34fd307f650852230,NO
0e3c8a411dcbe9100f2bc70fffc2a6a9,YES
6590f1aef77d458d1c1f9879d286d8ca,YES
2f65d5919a095e43b32ad6f2715344b5,YES
12d9ffa53e70bae4d2cffa3126ec26b2,NO
a96c67d07f43d7d8142c53a75a61525a,NO
457d79f93123f8077e68408a36833595,NO
d1784a82d642d600fc5655badd8d41d4,NO
b956579529027285630d0e79245bdde4,YES
e1fe10ae37d6ed3df8cee2829a3fea7b,NO
c094697eeee8f5273c565a95e278d666,YES
bea6e62619f9fb89de2803e0749ec68f,YES
4bffd5d2efc1fa5e34240f4aa4e617a1,YES
ef23db9a76efb9b7c1f6223c4d2c35d3,NO
d0876738e59ddef1939b4ee5f9d772cc,YES
5854e8d304279ef63f9120a37d191949,YES
3a7905b034d2dff35f3889743ff76de2,YES
33ff97a2a60278d4c06d33f14377ca10,NO
e1589a8cf77f07c995eb9ddbb547a550,NO
c3a61f0c4f62d2403b35775351e6d70f,YES
4019f1a3ef052a40e6aeae6dab13876d,YES
743cbcfd9fd72178a6dce0fa47820f8e,YES
bd0ea60720fc83be32f77e0ee8cd89db,NO
5fe597af3496a16f04248ffd6ca00ed0,YES
de64fd18089f115695c0faefa8a9e6ea,YES
9939fea4720cab52fe36b1658ef1c4b2,NO
59be5907b2043ec345291df211e698cd,YES
c387512ca359ed5a0ab7cf36771cd820,YES
262bb3746578d50b3efe4c756bb0f113,NO
3338d96e152d726772aea00b6ef83d27,YES
12fd434ef087ee4513cb187bf38a9bca,YES
bd8dc060f16373b450bcc03c76d4d762,NO
6575f603fdae1693944b8dffa3785847,NO
bd18dddc40dbc77fb60465fa630b2d5d,YES
d75f78838f2b57f1ed14244fb8363efd,NO
83a112823a1947051453a7533d774c13,YES
81748dc6340672b1604de9fb143d3d03,YES
89afbf9282ff596696ce53b5e13f794d,YES
10a63ac9da33d3f282aa500e5fe3f59d,NO
fecbf21da62dbc9d12f07946c12877da,NO
2b259bf0d0f37f55331fc682842e8c5a,YES
f0112a367637f24d72a0c83393536bd2,NO
a7cd4a4d972503e0c1cad69b44c36113,YES
b1a07df931f2ece9b1d4136e42a37dd7,YES
8798c05035ea06859baf8d9709d6bc0b,NO
423f35892c53ba69488f9b7fccb23f8c,NO
489c0b210c20d85ae46e16479fb94e05,NO
2b7ae4cb0c6ea726ac719de01ca7b04e,YES
bf4d083901fdcd3d9e61c9b6b606a642,YES
aec18376a5a03cdd4344c2b5e49375d4,YES
cd48f49b6aea8503ac3e66af74a24955,NO
337c5ad6f1fb1dd01299d19c1b9f4615,YES
c7efe47fe40d8d4d37f21fe9544f8dae,YES
83aafc210daaac3f149899d87fcfbc95,NO
075cc15a6214972f74d43009adf03dea,YES
671214cbfeb8a4a6bafd5773bf0d5587,NO
330afeb0335fe683a62e0016327490ac,YES
304bdd77c60cab861cbf3b016aeffd05,YES
5f9257c846490ef742c41fe86b5a4d23,NO
33e04c6dbc1921ee99ae7c74a8c29505,YES
410c4db9b5f784e7ade3d6c01c0664fe,NO
6036c5849146ad8a5709302d09aeaa32,YES
ffce3db3cc3112a6148a48bb3a1d7a99,YES
b4bdb6ce393d54a15a7aa7ca246acf41,NO
8f75243721de6adeeb96053946b592ff,NO
84225f0f388a8e34fe21758488a3f2eb,NO
0b77cc55b803596f269a6acace4815e3,NO
c348e3e710f962a4c7e83401798412d4,NO
7602015e25ce0e5314dab9ccc24a5eef,NO
d60c1ac9424bdbb813ac2920005c5f31,NO
7e06aad153f2107ddc2ce67c48ae14cb,NO
88c653b26680de950aa0dac123a63a9f,NO
4d113008bcc18665750db2a8a4ab15c2,NO
1625eee7286a30c6d26668931529c0af,YES
82eeb3d062c997598ed420141855a9db,NO
c00f539560cf038a4793f6ca3d870d43,NO
7a857dc6344d6fe64486dbcfe4cafde0,YES
73246c2d545d4f6d8ecec2a994028035,YES
6286b4092640959e4907964a5ae85c77,NO
16e1abf258be621dc8cf2c521d3a79b1,NO
d897e4b6a438d201cf32b50ca82f2c13,NO
843e84a3dc18d0d613d21e7cf868425b,NO
16326030e81aa5fddaa31fa5fc73e815,YES
1d4f6ce7c4dbae5a9b84551877708d93,NO
3e2ef908daf8a904ba574f4af614d802,NO
2c5f2c8297eeca1ae4217b0ace1b4926,NO
216d08fc7650db5da34f4f12cbf08a1f,YES
34e3db369abf0f6f5a99d31a5143d5e0,NO
44dad61375bf4c4d35456ff1980419f9,YES
d47f3f2a39da951fde1ba37b6d8b2296,YES
e688d5c4e7819cf4934291b515456edd,YES
9dec240e5a0fd009f608d2cba77b56ad,NO
dc2b4a001180158d0f2e135a4f954921,NO
467f3c3892179722cb7a55d76a122c17,YES
55155ddc68a7437435406b8433d0a6c5,YES
61a3aac95b29e6116cb0eccfcd26c478,YES
1558c1e25e0e66fad21ea3d2f6e794c0,YES
c7c8c4bd53152503fc511fe1a88ecbbc,YES
2e60af5b8fa10d6eaa2b5ba10c495a63,NO
689f71cacdf388e27186e1bf3ff95591,YES
59b4e0ea174891a1415fe3c37d84c320,YES
74a07ffbcbea09828817d62129a49219,NO
31d5e3d986c20d3b8025bcfd207b1694,NO
165a0cc55b20801c9de8a82ad4268429,YES
0e649c50c10b2922f1e027e83686f2ba,YES
b8bc3e4a14e0b94c22a6673d5073b0c1,YES
cb0abc80d727ee78241b751f4ae61301,YES
e7bfc9620d94d8bce199efa01350d5e3,YES
dede6f9ba5d060bbdec0c72368e3b17b,NO
bf38735724a8ea214251e14f1da76882,NO
c2c4200f592568911c8e234c19fbc53b,YES
a0eb5a4fa5b5614d0b07801d5abef3d0,NO
61f09f0a1e1e0b4c77e43967c388ffae,YES
ed18738ff75c57f2cdf31ebf4344dcf6,YES
096e0922cbe5d14a7c70c0dd810a1f84,NO
a82bf2668dd087ffea092af498c3b2dc,YES
97e83e3431d4cca7aaf66ffc7e374e9b,YES
06f96339cfa568ec0ba139428dd89635,YES
38ad267b6f38d221290ef4d765d9d7ef,YES
9a1b72e2e9829edcc5dfb5a5d8fd6742,NO
c29697a4649d9416b684d08ef81400c2,YES
51eb71fb1ba2f2d0d189759493f2cd9d,YES
e4f7a4e089dd9226c8a8115747c16f53,YES
806b82ccdaa3290be1f1176d9e235b68,YES
c3061b6a7b0a687bedf8b97cbf001b03,YES
af88028efa29acf0aeca92c298222452,YES
012256c1b4f81621d0d5937c896341b4,YES
636242687305a7b1c5b51e36f4f15d42,NO
f3e554831a83eec14dc820d24b8d4abb,YES
c573adf66075c47923c7fd61485af95c,YES
2fa8da1617cd3fb816929a35312daebf,NO
de9efc739f3c3e63e45be91fd70b664d,YES
540d9b1797a74029cb2b143ab3da215e,YES
6a00853a9bb929f43ab1711b09484907,YES
8a09ff69b374c72eeffbbf6b547db2b2,NO
ceffb68826d955c065b2c8abb934fd61,NO
8147b2d652c3349a9f811e11f9513f9c,NO
0eb6e546f8f4f61334a3bf05a645bcf8,YES
36437beeea4dc673588d77e3f1a0a0ac,YES
9dbe94d03cbdf149b75d07559c334002,YES
9f8a5b1c690bc38826e63f242b5da176,YES
b161e2c7bf08b8f823299c5059b9d05d,NO
c28f80a0a52baf852aa8121d83ddd65a,NO
99e4bc675c4a36d9456c8057d82c801e,YES
2222f82270d48aff5e9ca3299b0672b4,YES
3d45d37d3dd603ace430ccdd66df3ebd,NO
0bfe8053b2871d5e5c733ede685d6776,NO
c6b3c8c12f44c80fcdf9bccea548707f,NO
8bb3c5a98833e64e3fdff2f9b82c6180,YES
792b82f981cd320cb2e96f997a922c6e,YES
f8e3d6a6a5f131c5def70ab8f2594aa5,YES
177d44041d13fc5ab419ab24f86f2d8b,YES
1a7a6fdf6758dd0ca172b256a43dd043,NO
083b89a6c141467cfa04325af8376037,NO
5eba499197f15d3b6a9c76ad9c912155,YES
b08431539839386d0f3ce9208ecd299d,YES
8584b620e151e8d7dc25a4ca288f826b,YES
3de185035262beea0c485fdd51b5989a,NO
b13abb3e5581add5fb913e75102e1eb2,YES
7d57aaa993be7062941b4fbf2eaa04f4,YES
0a8126404780cbf0623bb4aaa3bf92fe,NO
6097d7d77729f6e64ac8e45fbd6ccbab,NO
c9dd3fee9a9f75e5c5c3518eda8ca297,NO
3b5c1137c7541442a980d11e33f4a264,NO
20ac548cb5012d19ca0b7cc188773965,NO
758077971ed816e8dd95cae2d7150af5,YES
3a554f0f8673aa60dcdf933284f431bb,YES
1663a61e56a2e1dec751c961f03998fa,YES
9197cad47e81278534ba49ce305f7dbd,YES
9684d77c90905e5fe71f5f4042f8b36f,YES
119faa447b89b541949f2ab60f5423eb,NO
a415e62f6f4c07872e8681bd6668f30f,NO
09da4b40a42e3cfa772e41238faa1c8e,YES
f9e3f3b45e52c5c15303617987cc26a8,NO
bd04fe661407343775bbb96ab66b15a9,NO
4cd3ca9cf9029a0348c40b5ff445f468,YES
0af6954d7c66400fc1f6af573a6ac8fe,YES
53ac07e34ed54e53cab46ac21e853b2a,NO
b955065fce360d90fd988e29e294012c,YES
4835647856aec83fb973ecd877cde48b,NO
3d7bdf77efb1ddbe4915a8a3fae1f6e9,YES
3e2a897344589c70653958b1e55a45b8,NO
e31cc0a877f9633dd09b4841af3a6420,NO
dc3cff4d0c002dcfd3b7d22c9a00d98c,NO
061171cf53750c306b136986268958fa,YES
1f24a254c3fc8c467ad21804676bc222,NO
d4360b05c36ed8355fd0fc973f288ab5,NO
974608cd4513fe488db7a9af3134a9ae,NO
ea10295c7e1cac5610a1be9fe56c9e95,NO
4e3b078d18279463d4d90995dca68eb5,NO
0db2a44f152734353a4471d582011024,NO
a999dd8e6ad3ae10fd15f91edad2a9e1,NO
f24ad9b8bf35a58c22c722c3f32d761c,NO
e8bfe39499294f6918041764155180de,NO
3036ed05db51dc4f7a15fc40d8834ddf,YES
eafb3d7f54ed166f98c284a7fbf2a4d5,YES
c90ff263f25c96d80578aa01a9c2c859,NO
5c1b74249aefb339355455750b840bce,YES
2c865c7a905e41a9ad2cfe4c420bdcd5,YES
fccbb9947d422a5694c7f505866c2243,YES
d9719730273a1eee76571e9f8bf25187,NO
21c193544aab8647fb45d55ef4385af9,YES
6228ba104720bce596430edb0b6f7d25,YES
77a59429f916ec71e0f36a1a0b2cd7e1,YES
40e94cc6f293af5e8cfae274e5bd71eb,YES
87417252674b5bf014fb061d4e724074,YES
ab5ad2e2ba3aa91e33d7bd919734d136,NO
b92df3d058c376e786cec8f0b60bee31,YES
ffda5a8619204d3bc73a493fe4742bf2,YES
80094af297d170a2ddcd247d153ef917,YES
9ccc9940c31c3f828b9bd93bef69cbf7,NO
81a0519ec87319398ff3d19b1fcd382e,NO
8e4182ca21329fcb65e1de8498c570ad,NO
43dd506e06bef1d661759c87383d4ba2,YES
8f092330d38d0e72b95672efd1a9ae45,YES
8c5fd3a49b6ba0db23c8fc4836259f46,YES
adfcd485f45daba036ae7422cca1efac,YES
55f62e87ee9f8518bc647bb50c121089,NO
82afc6e8c875fa1f31f14305f6bccbc6,YES
75252ca7c6b80b1bac12fe221265c561,NO
dedecb9606c728efea21481187aecbe3,YES
eb7f3699c6fbff766a454f68f3446a7b,YES
d87b970af51a7150f9518fb8a083710c,YES
2ab07f22c94acf019c58f886129ad5e2,NO
0ed796abdf08fae4b29a4d84fad90235,NO
ffac0f18cb9b68558a439323d9f49681,YES
062e854ef02ac2d387d981eb215047d2,YES
35932fcec9cc49ed066e0624d7f27d7a,NO
7bef97e82ee766dcb31c9be402636deb,YES
5ac211935f43ddaa3b6830cc34a376a9,NO
77df40a109f1f9c5ebcf21347cc29c1f,NO
9f24eaaf87c56416ecda6f57bf14ec4d,NO
4edaa44389306ac1212072366d4d5c2d,NO
a1ee55da2aa1083f3ec29d29d195c622,YES
446fb6c31c7124aac89cfa5da1f9ad0f,NO
91ca26ecbfbb360a84ac50ea50d5042e,YES
a8490b24035ea277e0a6ed6b1d179421,NO
47c940153723a8aaccbb2e4d09870cd3,YES
0d4ed43b2f6736f2e28388a10ad6ce3c,NO
a8b2b15118b0265a75234a973be8e951,YES
6aa743280b1ac10a13e4a48c0a6508d4,NO
cff92634077f03c907a0058b21abde74,YES
9d13c7ad4fbd4f682759e42612dd7645,NO
6091936c429bc819cbe73b76dc08b84c,NO
929ff0d080542e736b3c41ac09a1dc3f,NO
9aaff1b666b5fef95f4e2c2f89b682f5,NO
4d836625e3b9ac4c6cfeb98527d131c6,NO
25f5f2c227115517db4e557d5d8bc3ae,YES
359b0545c06667970fd062e44c47148c,NO
5010f8013394c80061705348f4909693,NO
ba9dee95d88e37b23bc66d0760c9c328,YES
d3e997e984b81072db6c92482f612025,YES
8d162380ad98b9bd9565c07b4b492792,YES
310adab91ff2e18d1b5a248cb4d5c3b5,NO
1a9030d0b27e2642423f43b8db8e9bcb,YES
a2299af6c33278b53937bfce90fb839f,NO
fecd1171690d7b064c3957fd39c96581,YES
232e22cccf1883115e51ce71f01dbad8,NO
400ca484aa21107d9d078c95551dbc33,NO
0aab01af40c55550c4b3692388772526,NO
34e8575976b3c12dea9218c58e72493e,YES
f5f6dbd5de0aee05d292cd65d5e3e368,NO
939a10e1e02db15073d7b59382afd7e0,YES
5cf739c4f28074073a887777ce3fbfc0,YES
5a3f0f59d08173799e9b14afb2ab1ebe,YES
6c265e3f06bdcca9026db9ea34614d1c,YES
173e451a3ae75685208184e31e04d658,NO
84b9e0c5c4fdf83bcbed451d2e1ab994,YES
22a8d2eb65b55cdc1a94700d9367701f,NO
f817874284c546c164439931634c6fe4,YES
e64597eea3cbff37cd3e5c77a7ab3ed5,NO
d65e0ce33e8396386b83ce810c879c52,YES
26d6909632a747b2f1adbef4d10ff9ff,NO
48e535bd91731d0d412a6099be8e77a9,YES
663d88e0d5d2dcdf3ace50327f6533b8,NO
1b1fd046665f83fe3d8c407c50fd6da5,YES
319b2ce593c251c63b2660826f1c08e7,NO
3d3721381dc77b81fc1056980c197403,YES
97374e82d6b0d71de762b95abbd5a194,NO
9ad58d854b44bdcfaa993310797e0ebb,YES
ff9dba500f1cd228fd3becec74ff593a,NO
70dbdcaeb44f9f713247c50398ff12a5,YES
c7308d01c0cf64cb1bc0931a7a66979e,NO
8199c1b65b31502beaaae2602713d847,YES
60e635600800f44b08e6fa73ba5fe8e8,NO
28089f1b5fab2b96cf59ace0a985935c,NO
baa167fe41c02af2d73a78400ddaeaa5,YES
e625eb2dae6a705fd5a5064ca8574b43,YES
bae23f69e1bb58b5c1c4c753f5abbb53,YES
0770e121c6d318a8a93a89bcf16923e4,NO
d2799dc761a44203e0b1f85eef19b68b,NO
067b79f48ae296b5634d6baa479fbcfa,YES
60fc8874e107dfde5bd20dd362106ff9,NO
5c9fe15da00ca5f4b8a9a93136c740e5,YES
3570fb04263bc440c3d8a19ae6afdc20,YES
8622d3b3f84ee395167e662d65597fea,YES
c5eff95122cd5138eeef16958d305062,NO
9bd18a4a25513eeb5ddb4d564094f683,YES
1ce356f352539b094244f768fe72c6f5,YES
7ffb5e864282404e4644203622915006,NO
5bd5840f69d98a9c7ff5c8715c15815a,YES
5e045831f54536af6a0633f52b5811ab,YES
9e02762de694555e3cc7827d11f1a296,NO
ee7c505613258f1b201a246186bf2b09,NO
84cf46dbd491aa98116d9c58af654037,NO
b50c3613b99807cdff6465e62c58bf82,NO
d84a384335b56e554d05938f6cf894e6,YES
f886927c6c847cb7341ba7269f22f2a3,YES
ebee9d8c75755255be2894d1cb5f267a,YES
c724ef33cbb4d0c5892ef497695b2220,YES
960d70ed0e90c088ccff2826a2026673,NO
e6e6163877cdc5b3232c861e57207d88,NO
28c7a64572cb809c2c800605efe821af,YES
d10e0945945852bc57da11cfbe09518e,YES
aacf529c8ee0aab104432b3c4ca4723d,NO
1c3f8f93dcfc9090297e0d33f2fc1348,NO
b716a7d1558610cda19a51cc0d922906,NO
4a79bc12e8a6f3cd54e841dcef4edbc3,YES
7e4be1c9bfaf0a8e9696ce309429355f,YES
9dde3bc65f6b6da243a4b82053bb410a,YES
39662c6000bc70e7df73973ebe26a0f4,YES
30d16429d05cad60b7b4b42f970e225c,NO
54413daac22f925d8c0b8426451cfdfe,NO
dd4320a3ad93781a32dc3c6128828677,NO
27a4cc73e272f5d199fd3e4c54e677aa,YES
26b670e898a4cd5dc5548fd05390f007,NO
feb504bec23a6dfdd8fd63fbd1b8af53,YES
e1e40ff48642ef6ebcd5fe1e0324d8d9,NO
5c067450e71658085982c59a457e79e0,NO
61ab4a0b7c6eed6fbf368d81d3d00d2d,YES
7706ced0a3ef1c0dbe7d9a19a3dd12b6,NO
2a485405b8e048cf504815c5d40ef7be,YES
a7fa6806cec7ea23c371972b47b848f6,YES
7d69202947a0cfb04fd8fd0e036d3fb3,YES
258a9e302fa537949dcbf4f68862736d,YES
70529040a12a06b98afc2c7afd2eb286,NO
cae9ee220cefd1cf080adf53247f91e9,NO
7b78bc0ec3cd41fa8cb3c149bf8674b7,NO
567f582fe70f97f53c40a2d9ec4d679e,YES
75abcfae54731bf273527f7785651f21,YES
29abc9a5806f78fa22610654bd88c726,YES
9ed2e63fd3902b28341acb26b8bc3873,NO
cd8601939ee644f008ff2150a7f89c0d,YES
35415bb5c98a32a499663ab78501ff61,NO
9e7da5e175e69b1dcc49ef640e54c046,NO
260331ca79cce9070a5b28a3c838ce5f,NO
7d948683f0091eb75a14ee7d078a5777,YES
3cf2e03f66a5385e254600bb598761cb,NO
21f2373056a68ca99d4789c4b49eef97,YES
ee7cd8c2897ef4a63ca117250eb6fe57,YES
0f3c98d2ec3bcc5fb53a00cfee9fcfb7,NO
